dp_Pa,U_alpha_1e-05,U_alpha_0.0001,U_alpha_0.001,U_alpha_0.003,U_alpha_0.01,U_alpha_0.03
1.749463320374e+06,1.491819462045e+03,1.423760884612e+03,1.035434461320e+03,7.242654068400e+02,4.350604597156e+02,2.611106964527e+02
1.793726649121e+06,1.491994671862e+03,1.425285999598e+03,1.041336084850e+03,7.303367027585e+02,4.394268398237e+02,2.638877887656e+02
1.839109888328e+06,1.492166602093e+03,1.426786817076e+03,1.047224378562e+03,7.364431112783e+02,4.438403024728e+02,2.666998823951e+02
1.885641372951e+06,1.492335295438e+03,1.428263490128e+03,1.053097963724e+03,7.425837900315e+02,4.483009828992e+02,2.695472941425e+02
1.933350154849e+06,1.492500794815e+03,1.429716180298e+03,1.058955469963e+03,7.487578696202e+02,4.528090058202e+02,2.724303413670e+02
1.982266020927e+06,1.492663143323e+03,1.431145057206e+03,1.064795536548e+03,7.549644536873e+02,4.573644850221e+02,2.753493418807e+02
2.032419511730e+06,1.492822384198e+03,1.432550298148e+03,1.070616813665e+03,7.612026190224e+02,4.619675229407e+02,2.783046138382e+02
2.083841940513e+06,1.492978560782e+03,1.433932087719e+03,1.076417963677e+03,7.674714157055e+02,4.666182102344e+02,2.812964756209e+02
2.136565412789e+06,1.493131716483e+03,1.435290617422e+03,1.082197662378e+03,7.737698672870e+02,4.713166253512e+02,2.843252457163e+02
2.190622846377e+06,1.493281894744e+03,1.436626085299e+03,1.087954600225e+03,7.800969710078e+02,4.760628340875e+02,2.873912425917e+02
2.246047991953e+06,1.493429139006e+03,1.437938695556e+03,1.093687483554e+03,7.864516980577e+02,4.808568891418e+02,2.904947845627e+02
2.302875454119e+06,1.493573492680e+03,1.439228658201e+03,1.099395035771e+03,7.928329938757e+02,4.856988296615e+02,2.936361896552e+02
2.361140713014e+06,1.493714999113e+03,1.440496188684e+03,1.105075998525e+03,7.992397784907e+02,4.905886807848e+02,2.968157754628e+02
2.420880146463e+06,1.493853701564e+03,1.441741507549e+03,1.110729132849e+03,8.056709469047e+02,4.955264531764e+02,3.000338589968e+02
2.482131052689e+06,1.493989643174e+03,1.442964840085e+03,1.116353220275e+03,8.121253695185e+02,5.005121425588e+02,3.032907565315e+02
2.544931673599e+06,1.494122866939e+03,1.444166415997e+03,1.121947063917e+03,8.186018926006e+02,5.055457292395e+02,3.065867834420e+02
2.609321218664e+06,1.494253415686e+03,1.445346469069e+03,1.127509489523e+03,8.250993387999e+02,5.106271776339e+02,3.099222540367e+02
2.675339889398e+06,1.494381332050e+03,1.446505236848e+03,1.133039346484e+03,8.316165077022e+02,5.157564357845e+02,3.132974813823e+02
2.743028904456e+06,1.494506658450e+03,1.447642960329e+03,1.138535508817e+03,8.381521764313e+02,5.209334348786e+02,3.167127771229e+02
2.812430525368e+06,1.494629437070e+03,1.448759883650e+03,1.143996876098e+03,8.447051002936e+02,5.261580887621e+02,3.201684512917e+02
2.883588082931e+06,1.494749709836e+03,1.449856253797e+03,1.149422374355e+03,8.512740134681e+02,5.314302934534e+02,3.236648121164e+02
2.956546004255e+06,1.494867518399e+03,1.450932320314e+03,1.154810956927e+03,8.578576297394e+02,5.367499266549e+02,3.272021658171e+02
3.031349840505e+06,1.494982904117e+03,1.451988335021e+03,1.160161605264e+03,8.644546432758e+02,5.421168472663e+02,3.307808163966e+02
3.108046295341e+06,1.495095908038e+03,1.453024551748e+03,1.165473329696e+03,8.710637294498e+02,5.475308948965e+02,3.344010654244e+02
3.186683254076e+06,1.495206570884e+03,1.454041226069e+03,1.170745170137e+03,8.776835457022e+02,5.529918893782e+02,3.380632118125e+02
3.267309813573e+06,1.495314933036e+03,1.455038615045e+03,1.175976196761e+03,8.843127324485e+02,5.584996302849e+02,3.417675515836e+02
3.349976312901e+06,1.495421034520e+03,1.456016976986e+03,1.181165510607e+03,8.909499140267e+02,5.640538964502e+02,3.455143776316e+02
3.434734364760e+06,1.495524914996e+03,1.456976571204e+03,1.186312244152e+03,8.975936996855e+02,5.696544454918e+02,3.493039794750e+02
3.521636887709e+06,1.495626613744e+03,1.457917657794e+03,1.191415561819e+03,9.042426846121e+02,5.753010133408e+02,3.531366430013e+02
3.610738139203e+06,1.495726169653e+03,1.458840497408e+03,1.196474660441e+03,9.108954509987e+02,5.809933137763e+02,3.570126502037e+02
3.702093749472e+06,1.495823621213e+03,1.459745351042e+03,1.201488769673e+03,9.175505691448e+02,5.867310379678e+02,3.609322789102e+02
3.795760756249e+06,1.495919006503e+03,1.460632479840e+03,1.206457152343e+03,9.242065985961e+02,5.925138540257e+02,3.648958025038e+02
3.891797640386e+06,1.496012363184e+03,1.461502144890e+03,1.211379104763e+03,9.308620893159e+02,5.983414065606e+02,3.689034896346e+02
3.990264362362e+06,1.496103728490e+03,1.462354607043e+03,1.216253956975e+03,9.375155828898e+02,6.042133162538e+02,3.729556039233e+02
4.091222399723e+06,1.496193139222e+03,1.463190126732e+03,1.221081072957e+03,9.441656137586e+02,6.101291794389e+02,3.770524036568e+02
4.194734785463e+06,1.496280631742e+03,1.464008963801e+03,1.225859850765e+03,9.508107104812e+02,6.160885676966e+02,3.811941414743e+02
4.300866147381e+06,1.496366241965e+03,1.464811377340e+03,1.230589722634e+03,9.574493970212e+02,6.220910274634e+02,3.853810640459e+02
4.409682748428e+06,1.496450005356e+03,1.465597625532e+03,1.235270155020e+03,9.640801940590e+02,6.281360796561e+02,3.896134117415e+02
4.521252528081e+06,1.496531956924e+03,1.466367965504e+03,1.239900648599e+03,9.707016203228e+02,6.342232193126e+02,3.938914182921e+02
4.635645144759e+06,1.496612131223e+03,1.467122653184e+03,1.244480738209e+03,9.773121939404e+02,6.403519152508e+02,3.982153104410e+02
4.752932019316e+06,1.496690562339e+03,1.467861943171e+03,1.249009992753e+03,9.839104338047e+02,6.465216097477e+02,4.025853075883e+02
4.873186379630e+06,1.496767283898e+03,1.468586088604e+03,1.253488015046e+03,9.904948609543e+02,6.527317182379e+02,4.070016214245e+02
4.996483306325e+06,1.496842329057e+03,1.469295341047e+03,1.257914441620e+03,9.970639999633e+02,6.589816290360e+02,4.114644555572e+02
5.122899779647e+06,1.496915730504e+03,1.469989950371e+03,1.262288942490e+03,1.003616380339e+03,6.652707030811e+02,4.159740051285e+02
5.252514727526e+06,1.496987520458e+03,1.470670164652e+03,1.266611220866e+03,1.010150537925e+03,6.715982737074e+02,4.205304564235e+02
5.385409074854e+06,1.497057730665e+03,1.471336230065e+03,1.270881012832e+03,1.016665016303e+03,6.779636464408e+02,4.251339864711e+02
5.521665794010e+06,1.497126392404e+03,1.471988390796e+03,1.275098086979e+03,1.023158368199e+03,6.843660988231e+02,4.297847626361e+02
5.661369956668e+06,1.497193536479e+03,1.472626888951e+03,1.279262244007e+03,1.029629156878e+03,6.908048802666e+02,4.344829422026e+02
5.804608786904e+06,1.497259193225e+03,1.473251964474e+03,1.283373316284e+03,1.036075957539e+03,6.972792119380e+02,4.392286719504e+02
5.951471715662e+06,1.497323392507e+03,1.473863855067e+03,1.287431167369e+03,1.042497358688e+03,7.037882866757e+02,4.440220877221e+02
6.102050436583e+06,1.497386163723e+03,1.474462796127e+03,1.291435691511e+03,1.048891963513e+03,7.103312689395e+02,4.488633139836e+02
6.256438963259e+06,1.497447535802e+03,1.475049020671e+03,1.295386813108e+03,1.055258391227e+03,7.169072947962e+02,4.537524633765e+02
6.414733687929e+06,1.497507537208e+03,1.475622759280e+03,1.299284486137e+03,1.061595278402e+03,7.235154719402e+02,4.586896362631e+02
6.577033441658e+06,1.497566195941e+03,1.476184240046e+03,1.303128693565e+03,1.067901280275e+03,7.301548797530e+02,4.636749202649e+02
6.743439556047e+06,1.497623539543e+03,1.476733688511e+03,1.306919446723e+03,1.074175072028e+03,7.368245693999e+02,4.687083897940e+02
6.914055926497e+06,1.497679595096e+03,1.477271327631e+03,1.310656784666e+03,1.080415350045e+03,7.435235639676e+02,4.737901055782e+02
7.088989077074e+06,1.497734389225e+03,1.477797377730e+03,1.314340773505e+03,1.086620833129e+03,7.502508586428e+02,4.789201141796e+02
7.268348227020e+06,1.497787948107e+03,1.478312056457e+03,1.317971505724e+03,1.092790263693e+03,7.570054209320e+02,4.840984475086e+02
7.452245358944e+06,1.497840297466e+03,1.478815578763e+03,1.321549099477e+03,1.098922408909e+03,7.637861909256e+02,4.893251223319e+02
7.640795288735e+06,1.497891462583e+03,1.479308156859e+03,1.325073697866e+03,1.105016061822e+03,7.705920816055e+02,4.946001397754e+02
7.834115737250e+06,1.497941468296e+03,1.479790000201e+03,1.328545468213e+03,1.111070042417e+03,7.774219791972e+02,4.999234848240e+02
8.032327403813e+06,1.497990339008e+03,1.480261315458e+03,1.331964601309e+03,1.117083198648e+03,7.842747435683e+02,5.052951258164e+02
8.235554041571e+06,1.498038098684e+03,1.480722306501e+03,1.335331310668e+03,1.123054407418e+03,7.911492086729e+02,5.107150139379e+02
8.443922534762e+06,1.498084770863e+03,1.481173174380e+03,1.338645831751e+03,1.128982575511e+03,7.980441830429e+02,5.161830827092e+02
8.657562977931e+06,1.498130378657e+03,1.481614117317e+03,1.341908421205e+03,1.134866640474e+03,8.049584503268e+02,5.216992474750e+02
8.876608757159e+06,1.498174944758e+03,1.482045330694e+03,1.345119356085e+03,1.140705571451e+03,8.118907698761e+02,5.272634048899e+02
9.101196633340e+06,1.498218491440e+03,1.482467007046e+03,1.348278933069e+03,1.146498369959e+03,8.188398773795e+02,5.328754324043e+02
9.331466827567e+06,1.498261040569e+03,1.482879336058e+03,1.351387467687e+03,1.152244070612e+03,8.258044855454e+02,5.385351877513e+02
9.567563108679e+06,1.498302613600e+03,1.483282504563e+03,1.354445293527e+03,1.157941741791e+03,8.327832848320e+02,5.442425084330e+02
9.809632883025e+06,1.498343231590e+03,1.483676696542e+03,1.357452761465e+03,1.163590486258e+03,8.397749442252e+02,5.499972112107e+02
1.005782728649e+07,1.498382915195e+03,1.484062093130e+03,1.360410238880e+03,1.169189441706e+03,8.467781120648e+02,5.557990915960e+02
1.031230127888e+07,1.498421684682e+03,1.484438872621e+03,1.363318108881e+03,1.174737781261e+03,8.537914169165e+02,5.616479233474e+02
1.057321374062e+07,1.498459559929e+03,1.484807210472e+03,1.366176769542e+03,1.180234713919e+03,8.608134684910e+02,5.675434579701e+02
1.084072757202e+07,1.498496560434e+03,1.485167279318e+03,1.368986633129e+03,1.185679484925e+03,8.678428586089e+02,5.734854242227e+02
1.111500979491e+07,1.498532705315e+03,1.485519248981e+03,1.371748125355e+03,1.191071376099e+03,8.748781622104e+02,5.794735276303e+02
1.139623165698e+07,1.498568013322e+03,1.485863286482e+03,1.374461684623e+03,1.196409706092e+03,8.819179384080e+02,5.855074500049e+02
1.168456873867e+07,1.498602502835e+03,1.486199556061e+03,1.377127761297e+03,1.201693830597e+03,8.889607315826e+02,5.915868489762e+02
1.198020106278e+07,1.498636191876e+03,1.486528219185e+03,1.379746816967e+03,1.206923142493e+03,8.960050725201e+02,5.977113575314e+02
1.228331320690e+07,1.498669098109e+03,1.486849434577e+03,1.382319323737e+03,1.212097071931e+03,9.030494795884e+02,6.038805835670e+02
1.259409441863e+07,1.498701238848e+03,1.487163358226e+03,1.384845763517e+03,1.217215086372e+03,9.100924599513e+02,6.100941094535e+02
1.291273873374e+07,1.498732631060e+03,1.487470143412e+03,1.387326627339e+03,1.222276690560e+03,9.171325108194e+02,6.163514916135e+02
1.323944509731e+07,1.498763291373e+03,1.487769940729e+03,1.389762414670e+03,1.227281426445e+03,9.241681207344e+02,6.226522601160e+02
1.357441748795e+07,1.498793236081e+03,1.488062898105e+03,1.392153632753e+03,1.232228873050e+03,9.311977708865e+02,6.289959182868e+02
1.391786504517e+07,1.498822481147e+03,1.488349160827e+03,1.394500795961e+03,1.237118646290e+03,9.382199364603e+02,6.353819423368e+02
1.427000219991e+07,1.498851042208e+03,1.488628871568e+03,1.396804425157e+03,1.241950398731e+03,9.452330880089e+02,6.418097810106e+02
1.463104880845e+07,1.498878934585e+03,1.488902170411e+03,1.399065047077e+03,1.246723819313e+03,9.522356928525e+02,6.482788552552e+02
1.500123028970e+07,1.498906173283e+03,1.489169194875e+03,1.401283193733e+03,1.251438633011e+03,9.592262164993e+02,6.547885579121e+02
1.538077776589e+07,1.498932772997e+03,1.489430079944e+03,1.403459401821e+03,1.256094600461e+03,9.662031240859e+02,6.613382534317e+02
1.576992820689e+07,1.498958748121e+03,1.489684958095e+03,1.405594212154e+03,1.260691517537e+03,9.731648818342e+02,6.679272776148e+02
1.616892457818e+07,1.498984112748e+03,1.489933959326e+03,1.407688169110e+03,1.265229214887e+03,9.801099585216e+02,6.745549373799e+02
1.657801599254e+07,1.499008880678e+03,1.490177211187e+03,1.409741820096e+03,1.269707557423e+03,9.870368269623e+02,6.812205105590e+02
1.699745786555e+07,1.499033065422e+03,1.490414838806e+03,1.411755715028e+03,1.274126443787e+03,9.939439654957e+02,6.879232457234e+02
1.742751207509e+07,1.499056680210e+03,1.490646964924e+03,1.413730405833e+03,1.278485805762e+03,1.000829859479e+03,6.946623620407e+02
1.786844712485e+07,1.499079737991e+03,1.490873709922e+03,1.415666445963e+03,1.282785607666e+03,1.007693002781e+03,7.014370491648e+02
1.832053831195e+07,1.499102251440e+03,1.491095191853e+03,1.417564389927e+03,1.287025845701e+03,1.014531899272e+03,7.082464671598e+02
1.878406789882e+07,1.499124232965e+03,1.491311526474e+03,1.419424792845e+03,1.291206547282e+03,1.021345064313e+03,7.150897464600e+02
1.925932528943e+07,1.499145694710e+03,1.491522827279e+03,1.421248210012e+03,1.295327770331e+03,1.028131026228e+03,7.219659878669e+02
1.974660721001e+07,1.499166648558e+03,1.491729205525e+03,1.423035196487e+03,1.299389602553e+03,1.034888327772e+03,7.288742625844e+02
2.024621789427e+07,1.499187106140e+03,1.491930770270e+03,1.424786306687e+03,1.303392160680e+03,1.041615527577e+03,7.358136122945e+02
2.075846927337e+07,1.499207078835e+03,1.492127628401e+03,1.426502094016e+03,1.307335589701e+03,1.048311201585e+03,7.427830492731e+02
2.128368117066e+07,1.499226577779e+03,1.492319884671e+03,1.428183110491e+03,1.311220062074e+03,1.054973944452e+03,7.497815565493e+02
2.182218150139e+07,1.499245613867e+03,1.492507641724e+03,1.429829906398e+03,1.315045776911e+03,1.061602370930e+03,7.568080881073e+02
2.237430647739e+07,1.499264197758e+03,1.492691000133e+03,1.431443029955e+03,1.318812959164e+03,1.068195117227e+03,7.638615691336e+02
2.294040081705e+07,1.499282339879e+03,1.492870058429e+03,1.433023027003e+03,1.322521858784e+03,1.074750842320e+03,7.709408963093e+02
2.352081796048e+07,1.499300050429e+03,1.493044913136e+03,1.434570440696e+03,1.326172749881e+03,1.081268229248e+03,7.780449381494e+02
2.411592029025e+07,1.499317339388e+03,1.493215658800e+03,1.436085811221e+03,1.329765929866e+03,1.087745986358e+03,7.851725353894e+02
2.472607935755e+07,1.499334216514e+03,1.493382388022e+03,1.437569675526e+03,1.333301718594e+03,1.094182848518e+03,7.923225014202e+02
2.535167611428e+07,1.499350691353e+03,1.493545191492e+03,1.439022567062e+03,1.336780457497e+03,1.100577578278e+03,7.994936227714e+02
2.599310115079e+07,1.499366773240e+03,1.493704158017e+03,1.440445015544e+03,1.340202508721e+03,1.106928966996e+03,8.066846596454e+02
2.665075493981e+07,1.499382471303e+03,1.493859374556e+03,1.441837546720e+03,1.343568254252e+03,1.113235835905e+03,8.138943464994e+02
2.732504808647e+07,1.499397794472e+03,1.494010926247e+03,1.443200682161e+03,1.346878095053e+03,1.119497037142e+03,8.211213926792e+02
2.801640158466e+07,1.499412751476e+03,1.494158896446e+03,1.444534939057e+03,1.350132450194e+03,1.125711454709e+03,8.283644831025e+02
2.872524707985e+07,1.499427350851e+03,1.494303366747e+03,1.445840830028e+03,1.353331755995e+03,1.131878005399e+03,8.356222789929e+02
2.945202713865e+07,1.499441600944e+03,1.494444417025e+03,1.447118862955e+03,1.356476465167e+03,1.137995639648e+03,8.428934186640e+02
3.019719552505e+07,1.499455509915e+03,1.494582125454e+03,1.448369540810e+03,1.359567045963e+03,1.144063342341e+03,8.501765183538e+02
3.096121748379e+07,1.499469085742e+03,1.494716568548e+03,1.449593361508e+03,1.362603981334e+03,1.150080133555e+03,8.574701731088e+02
3.174457003079e+07,1.499482336224e+03,1.494847821186e+03,1.450790817768e+03,1.365587768103e+03,1.156045069245e+03,8.647729577164e+02
3.254774225101e+07,1.499495268987e+03,1.494975956639e+03,1.451962396984e+03,1.368518916135e+03,1.161957241862e+03,8.720834276874e+02
3.337123560377e+07,1.499507891482e+03,1.495101046605e+03,1.453108581104e+03,1.371397947533e+03,1.167815780918e+03,8.794001202839e+02
3.421556423589e+07,1.499520210996e+03,1.495223161236e+03,1.454229846528e+03,1.374225395834e+03,1.173619853482e+03,8.867215555957e+02
3.508125530264e+07,1.499532234649e+03,1.495342369166e+03,1.455326664005e+03,1.377001805233e+03,1.179368664618e+03,8.940462376611e+02
3.596884929689e+07,1.499543969402e+03,1.495458737538e+03,1.456399498551e+03,1.379727729804e+03,1.185061457756e+03,9.013726556313e+02
3.687890038659e+07,1.499555422057e+03,1.495572332035e+03,1.457448809363e+03,1.382403732750e+03,1.190697515004e+03,9.086992849784e+02
3.781197676072e+07,1.499566599263e+03,1.495683216908e+03,1.458475049755e+03,1.385030385662e+03,1.196276157392e+03,9.160245887434e+02
3.876866098407e+07,1.499577507517e+03,1.495791455001e+03,1.459478667097e+03,1.387608267798e+03,1.201796745060e+03,9.233470188231e+02
3.974955036097e+07,1.499588153168e+03,1.495897107779e+03,1.460460102758e+03,1.390137965376e+03,1.207258677378e+03,9.306650172950e+02
4.075525730818e+07,1.499598542422e+03,1.496000235356e+03,1.461419792062e+03,1.392620070885e+03,1.212661393010e+03,9.379770177754e+02
4.178640973727e+07,1.499608681340e+03,1.496100896518e+03,1.462358164252e+03,1.395055182416e+03,1.218004369912e+03,9.452814468115e+02
4.284365144668e+07,1.499618575849e+03,1.496199148754e+03,1.463275642461e+03,1.397443903012e+03,1.223287125278e+03,9.525767253028e+02
4.392764252362e+07,1.499628231737e+03,1.496295048278e+03,1.464172643684e+03,1.399786840030e+03,1.228509215421e+03,9.598612699503e+02
4.503905975625e+07,1.499637654660e+03,1.496388650055e+03,1.465049578762e+03,1.402084604532e+03,1.233670235600e+03,9.671334947301e+02
4.617859705620e+07,1.499646850144e+03,1.496480007826e+03,1.465906852375e+03,1.404337810687e+03,1.238769819793e+03,9.743918123893e+02
4.734696589182e+07,1.499655823589e+03,1.496569174134e+03,1.466744863033e+03,1.406547075194e+03,1.243807640418e+03,9.816346359607e+02
4.854489573238e+07,1.499664580269e+03,1.496656200346e+03,1.467564003077e+03,1.408713016732e+03,1.248783407994e+03,9.888603802936e+02
4.977313450354e+07,1.499673125339e+03,1.496741136679e+03,1.468364658689e+03,1.410836255414e+03,1.253696870758e+03,9.960674635967e+02
5.103244905427e+07,1.499681463831e+03,1.496824032220e+03,1.469147209898e+03,1.412917412278e+03,1.258547814241e+03,1.003254308991e+03
5.232362563566e+07,1.499689600665e+03,1.496904934952e+03,1.469912030600e+03,1.414957108782e+03,1.263336060778e+03,1.010419346069e+03
5.364747039182e+07,1.499697540643e+03,1.496983891779e+03,1.470659488576e+03,1.416955966331e+03,1.268061468995e+03,1.017561012457e+03
5.500480986316e+07,1.499705288460e+03,1.497060948541e+03,1.471389945517e+03,1.418914605814e+03,1.272723933243e+03,1.024677755373e+03
5.639649150250e+07,1.499712848698e+03,1.497136150043e+03,1.472103757054e+03,1.420833647163e+03,1.277323382993e+03,1.031768033188e+03
5.782338420410e+07,1.499720225836e+03,1.497209540074e+03,1.472801272791e+03,1.422713708935e+03,1.281859782196e+03,1.038830316972e+03
5.928637884623e+07,1.499727424246e+03,1.497281161427e+03,1.473482836339e+03,1.424555407906e+03,1.286333128609e+03,1.045863092032e+03
6.078638884733e+07,1.499734448199e+03,1.497351055920e+03,1.474148785357e+03,1.426359358686e+03,1.290743453085e+03,1.052864859437e+03
6.232435073631e+07,1.499741301867e+03,1.497419264422e+03,1.474799451595e+03,1.428126173358e+03,1.295090818832e+03,1.059834137520e+03
6.390122473731e+07,1.499747989326e+03,1.497485826863e+03,1.475435160938e+03,1.429856461121e+03,1.299375320654e+03,1.066769463365e+03
6.551799536917e+07,1.499754514553e+03,1.497550782265e+03,1.476056233456e+03,1.431550827965e+03,1.303597084150e+03,1.073669394262e+03
6.717567206014e+07,1.499760881435e+03,1.497614168752e+03,1.476662983453e+03,1.433209876358e+03,1.307756264905e+03,1.080532509139e+03
6.887528977809e+07,1.499767093768e+03,1.497676023575e+03,1.477255719522e+03,1.434834204942e+03,1.311853047650e+03,1.087357409956e+03
7.061790967673e+07,1.499773155257e+03,1.497736383128e+03,1.477834744599e+03,1.436424408263e+03,1.315887645410e+03,1.094142723074e+03
7.240461975808e+07,1.499779069521e+03,1.497795282969e+03,1.478400356019e+03,1.437981076497e+03,1.319860298633e+03,1.100887100575e+03
7.423653555183e+07,1.499784840096e+03,1.497852757834e+03,1.478952845581e+03,1.439504795206e+03,1.323771274305e+03,1.107589221547e+03
7.611480081176e+07,1.499790470431e+03,1.497908841658e+03,1.479492499600e+03,1.440996145105e+03,1.327620865051e+03,1.114247793328e+03
7.804058822990e+07,1.499795963898e+03,1.497963567593e+03,1.480019598976e+03,1.442455701842e+03,1.331409388234e+03,1.120861552691e+03
8.001510016863e+07,1.499801323786e+03,1.498016968022e+03,1.480534419254e+03,1.443884035797e+03,1.335137185037e+03,1.127429266997e+03
8.203956941143e+07,1.499806553309e+03,1.498069074578e+03,1.481037230693e+03,1.445281711887e+03,1.338804619549e+03,1.133949735283e+03
8.411525993255e+07,1.499811655604e+03,1.498119918159e+03,1.481528298326e+03,1.446649289395e+03,1.342412077837e+03,1.140421789299e+03
8.624346768615e+07,1.499816633734e+03,1.498169528945e+03,1.482007882032e+03,1.447987321804e+03,1.345959967028e+03,1.146844294496e+03
8.842552141545e+07,1.499821490690e+03,1.498217936417e+03,1.482476236603e+03,1.449296356650e+03,1.349448714380e+03,1.153216150946e+03
9.066278348233e+07,1.499826229391e+03,1.498265169364e+03,1.482933611809e+03,1.450576935380e+03,1.352878766367e+03,1.159536294210e+03
9.295665071789e+07,1.499830852690e+03,1.498311255906e+03,1.483380252472e+03,1.451829593230e+03,1.356250587757e+03,1.165803696139e+03
9.530855529460e+07,1.499835363370e+03,1.498356223508e+03,1.483816398534e+03,1.453054859109e+03,1.359564660701e+03,1.172017365621e+03
9.771996562044e+07,1.499839764147e+03,1.498400098990e+03,1.484242285123e+03,1.454253255498e+03,1.362821483829e+03,1.178176349253e+03
1.001923872557e+08,1.499844057675e+03,1.498442908547e+03,1.484658142633e+03,1.455425298352e+03,1.366021571352e+03,1.184279731958e+03
1.027273638531e+08,1.499848246543e+03,1.498484677757e+03,1.485064196784e+03,1.456571497027e+03,1.369165452175e+03,1.190326637535e+03
1.053264781212e+08,1.499852333281e+03,1.498525431600e+03,1.485460668702e+03,1.457692354199e+03,1.372253669022e+03,1.196316229138e+03
1.079913528131e+08,1.499856320356e+03,1.498565194471e+03,1.485847774984e+03,1.458788365806e+03,1.375286777571e+03,1.202247709694e+03
1.107236517392e+08,1.499860210178e+03,1.498603990188e+03,1.486225727771e+03,1.459860020994e+03,1.378265345604e+03,1.208120322256e+03
1.135250808060e+08,1.499864005099e+03,1.498641842012e+03,1.486594734820e+03,1.460907802071e+03,1.381189952171e+03,1.213933350287e+03
1.163973890815e+08,1.499867707416e+03,1.498678772653e+03,1.486954999575e+03,1.461932184470e+03,1.384061186769e+03,1.219686117875e+03
1.193423698869e+08,1.499871319370e+03,1.498714804289e+03,1.487306721235e+03,1.462933636720e+03,1.386879648535e+03,1.225377989895e+03
1.223618619164e+08,1.499874843148e+03,1.498749958572e+03,1.487650094828e+03,1.463912620428e+03,1.389645945460e+03,1.231008372090e+03
1.254577503852e+08,1.499878280887e+03,1.498784256644e+03,1.487985311279e+03,1.464869590262e+03,1.392360693619e+03,1.236576711103e+03
1.286319682065e+08,1.499881634671e+03,1.498817719147e+03,1.488312557480e+03,1.465804993944e+03,1.395024516419e+03,1.242082494438e+03
1.318864971982e+08,1.499884906536e+03,1.498850366234e+03,1.488632016362e+03,1.466719272249e+03,1.397638043861e+03,1.247525250362e+03
1.352233693205e+08,1.499888098466e+03,1.498882217583e+03,1.488943866960e+03,1.467612859015e+03,1.400201911832e+03,1.252904547748e+03
1.386446679444e+08,1.499891212402e+03,1.498913292402e+03,1.489248284485e+03,1.468486181147e+03,1.402716761407e+03,1.258219995855e+03
1.421525291524e+08,1.499894250234e+03,1.498943609446e+03,1.489545440390e+03,1.469339658641e+03,1.405183238175e+03,1.263471244059e+03
1.457491430721e+08,1.499897213811e+03,1.498973187025e+03,1.489835502439e+03,1.470173704602e+03,1.407601991586e+03,1.268657981522e+03
1.494367552440e+08,1.499900104934e+03,1.499002043012e+03,1.490118634773e+03,1.470988725272e+03,1.409973674313e+03,1.273779936810e+03
1.532176680229e+08,1.499902925364e+03,1.499030194857e+03,1.490394997976e+03,1.471785120065e+03,1.412298941646e+03,1.278836877460e+03
1.570942420160e+08,1.499905676817e+03,1.499057659594e+03,1.490664749144e+03,1.472563281597e+03,1.414578450894e+03,1.283828609500e+03
1.610688975562e+08,1.499908360969e+03,1.499084453852e+03,1.490928041943e+03,1.473323595732e+03,1.416812860814e+03,1.288754976917e+03
1.651441162135e+08,1.499910979457e+03,1.499110593862e+03,1.491185026683e+03,1.474066441624e+03,1.419002831065e+03,1.293615861084e+03
1.693224423444e+08,1.499913533876e+03,1.499136095470e+03,1.491435850372e+03,1.474792191765e+03,1.421149021671e+03,1.298411180145e+03
1.736064846804e+08,1.499916025784e+03,1.499160974143e+03,1.491680656785e+03,1.475501212035e+03,1.423252092520e+03,1.303140888359e+03
1.779989179567e+08,1.499918456702e+03,1.499185244979e+03,1.491919586527e+03,1.476193861758e+03,1.425312702868e+03,1.307804975404e+03
1.825024845823e+08,1.499920828115e+03,1.499208922715e+03,1.492152777087e+03,1.476870493760e+03,1.427331510877e+03,1.312403465653e+03
1.871199963518e+08,1.499923141469e+03,1.499232021735e+03,1.492380362909e+03,1.477531454425e+03,1.429309173163e+03,1.316936417406e+03
1.918543362018e+08,1.499925398179e+03,1.499254556082e+03,1.492602475442e+03,1.478177083762e+03,1.431246344370e+03,1.321403922105e+03
1.967084600099e+08,1.499927599623e+03,1.499276539458e+03,1.492819243206e+03,1.478807715467e+03,1.433143676762e+03,1.325806103513e+03
2.016853984409e+08,1.499929747148e+03,1.499297985240e+03,1.493030791849e+03,1.479423676989e+03,1.435001819834e+03,1.330143116868e+03
2.067882588386e+08,1.499931842068e+03,1.499318906484e+03,1.493237244200e+03,1.480025289604e+03,1.436821419941e+03,1.334415148019e+03
2.120202271660e+08,1.499933885663e+03,1.499339315933e+03,1.493438720330e+03,1.480612868477e+03,1.438603119950e+03,1.338622412538e+03
2.173845699943e+08,1.499935879185e+03,1.499359226023e+03,1.493635337609e+03,1.481186722742e+03,1.440347558906e+03,1.342765154816e+03
2.228846365428e+08,1.499937823855e+03,1.499378648892e+03,1.493827210756e+03,1.481747155570e+03,1.442055371719e+03,1.346843647142e+03
2.285238607695e+08,1.499939720864e+03,1.499397596387e+03,1.494014451897e+03,1.482294464248e+03,1.443727188863e+03,1.350858188772e+03
2.343057635154e+08,1.499941571373e+03,1.499416080071e+03,1.494197170617e+03,1.482828940250e+03,1.445363636104e+03,1.354809104985e+03
2.402339547024e+08,1.499943376518e+03,1.499434111226e+03,1.494375474012e+03,1.483350869319e+03,1.446965334230e+03,1.358696746128e+03
2.463121355876e+08,1.499945137406e+03,1.499451700866e+03,1.494549466742e+03,1.483860531542e+03,1.448532898810e+03,1.362521486665e+03
